Instituto Superior de Engenharia de Lisboa
    Laborat¢rio de Controlo de Sistemas


   Data: 05/04/22
   Hora: 12:02:32

UNIDADES:
   Tempo : seg.
   Canais: mV

POSICAO_DAS_VALVULAS:
   Valvula_A: 5
   Valvula_B: 0
   Valvula_C: 3

PARAMETROS_DO_CONTROLADOR:
   KP=3
   KI=0

Controlo: Nivel2

       Tabela de Dados



  Tempo  SetPoint  Nivel2   Caudal 
   279,5  3999,76  3380,84  4860,99
     280  3999,76  3387,55  4853,05
   280,5  3999,76  3382,06  4857,94
     281  3999,76  3381,45  4868,92
   281,5  3999,76   3378,4  4882,35
     282  3999,76   3378,4  4870,14
   282,5  3999,76  3385,11  4888,45
     283  3999,76  3391,22  4905,55
   283,5  3999,76   3384,5  4904,32
     284  3999,76  3385,72  4870,75
   284,5  3999,76     3390  4855,49
     285  3999,76  3385,11  4857,33
   285,5  3999,76  3386,94  4862,82
     286  3999,76  3380,84  4852,44
   286,5  3999,76  3376,57  4860,99
     287  3999,76  3382,06  4857,33
   287,5  3999,76  3383,28  4886,01
     288  3999,76  3392,44  4909,82
   288,5  3999,76     3390  4895,78
     289  3999,76  3380,84  4880,52
   289,5  3999,76   3384,5  4857,33
     290  3999,76  3383,89   4843,9
   290,5  3999,76  3385,72  4873,81
     291  3999,76  3393,05  4879,91
   291,5  3999,76  3396,71  4877,47
     292  3999,76  3391,83  4865,26
   292,5  3999,76  3387,55  4832,91
     293  3999,76  3387,55  4804,83
   293,5  3999,76   3378,4  4807,89
     294  3999,76  3385,11  4820,09
   294,5  3999,76  3377,79  4853,05
     295  3999,76  3376,57  4887,84
   295,5  3999,76  3371,07  4907,38
     296  3999,76  3377,18  4921,42
   296,5  3999,76  3380,84  4947,66
     297  3999,76  3381,45  4986,72
   297,5  3999,76   3384,5  4978,79
     298  3999,76  3383,28  4974,52
   298,5  3999,76  3379,62  4952,54
     299  3999,76  3383,28   4937,9
   299,5  3999,76  3380,23  4935,45
     300  3999,76  3380,84  4931,18
   300,5  3999,76  3386,94  4933,62
     301  3999,76  3387,55   4932,4
   301,5  3999,76  3388,16  4940,34
     302  3999,76  3379,62  4920,19
   302,5  3999,76  3381,45  4900,05
     303  3999,76  3390,61  4900,66
   303,5  3999,76  3381,45   4926,3
     304  3999,76  3382,67   4920,8
   304,5  3999,76  3377,79  4912,87
     305  3999,76  3380,23  4917,14
   305,5  3999,76  3383,28  4921,42
     306  3999,76  3379,01  4911,65
   306,5  3999,76  3376,57  4918,36
     307  3999,76  3380,84   4932,4
   307,5  3999,76  3386,94  4941,56
     308  3999,76  3385,72  4953,15
   308,5  3999,76  3394,27  4964,75
     309  3999,76  3387,55  4927,52
   309,5  3999,76  3389,39  4894,56
     310  3999,76  3390,61  4868,31
   310,5  3999,76  3386,33  4847,56
     311  3999,76  3377,79  4831,69
   311,5  3999,76  3394,27  4816,43
     312  3999,76   3384,5  4815,21
   312,5  3999,76  3379,01  4845,73
     313  3999,76  3382,06  4837,18
   313,5  3999,76  3379,62  4873,81
     314  3999,76  3374,74  4906,77
   314,5  3999,76  3370,46  4929,35
     315  3999,76  3368,02  4936,06
   315,5  3999,76  3363,75  4964,75
     316  3999,76  3364,36  4998,32
   316,5  3999,76  3358,87  5020,91
     317  3999,76  3363,14  5056,31
   317,5  3999,76  3368,02  5081,33
     318  3999,76  3368,63  5100,86
   318,5  3999,76  3374,13  5105,75
     319  3999,76  3373,52  5098,42
   319,5  3999,76  3381,45  5068,51
     320  3999,76  3374,74  5038,61
   320,5  3999,76     3390  5012,36
     321  3999,76  3381,45  4987,95
   321,5  3999,76  3381,45  4960,48
     322  3999,76  3392,44  4923,86
   322,5  3999,76  3393,05  4911,04
     323  3999,76   3384,5  4887,23
   323,5  3999,76  3389,39  4859,77
     324  3999,76  3387,55  4854,27
   324,5  3999,76  3393,05  4863,43
     325  3999,76  3404,64   4856,1
   325,5  3999,76  3397,93  4865,26
     326  3999,76  3398,54   4838,4
   326,5  3999,76  3386,33  4777,37
     327  3999,76  3391,22  4762,72
   327,5  3999,76  3387,55  4774,93
